GCF_ID	Specimen	BGC_Count	MIBiG	Source	Representative_BGC	GCF_Type	Mean_Length	Mean_Gene_Count
GCF_00004405	Oral_unclassified	1		EBI	HMBGC00001910	NRPS	3195.0	1.0
GCF_00004406	Oral_unclassified	1		EBI	HMBGC00001911	NRPS	9928.0	7.0
GCF_00004415	Respiratory_upper,Urogenital_vagina,Gut_colon,Gut_unclassified,Oral_unclassified	9		HMP,EBI	HMBGC00001920	NRPS	11364.4	9.8
GCF_00004421	Oral_unclassified,Gut_unclassified,Oral_cavity	5		JGI,EBI,NCBI_PRJNA28331	HMBGC00001926	NRPS	27631.0	22.6
GCF_00004422	Oral_saliva	1		EBI	HMBGC00001927	NRPS	4256.0	3.0
GCF_00004424	Oral_unclassified	2		JGI,EBI	HMBGC00001928	NRPS	29955.0	24.0
GCF_00004425	Oral_unclassified	1		EBI	HMBGC00001930	NRPS	3296.0	1.0
GCF_00004426	Oral_unclassified	1		EBI	HMBGC00001931	NRPS	3263.0	1.0
GCF_00004427	Oral_unclassified	1		EBI	HMBGC00001932	NRPS	2833.0	2.0
GCF_00004428	Oral_unclassified	1		EBI	HMBGC00001933	NRPS	2789.0	2.0
GCF_00004429	Oral_unclassified	1		EBI	HMBGC00001934	NRPS	2658.0	2.0
GCF_00004430	Oral_unclassified	1		EBI	HMBGC00001935	NRPS	2531.0	1.0
GCF_00004431	Oral_saliva	1		EBI	HMBGC00001936	NRPS	55627.0	38.0
GCF_00004432	Oral_unclassified	1		EBI	HMBGC00001937	PKS-NRP_Hybrids,NRPS,PKSother	27238.0	24.0
GCF_00004433	Oral_unclassified	1		EBI	HMBGC00001938	NRPS	26771.0	8.0
GCF_00004434	Oral_unclassified	1		EBI	HMBGC00001939	NRPS	25751.0	16.0
GCF_00004435	Oral_unclassified	1		EBI	HMBGC00001940	NRPS	18759.0	19.0
GCF_00004437	Oral_unclassified,Respiratory_upper,Urogenital_vagina,Gut_unclassified	22		EBI,HMP,JGI,NCBI_PRJNA28331	HMBGC00001942	NRPS	27730.4	25.3
GCF_00004441	Respiratory_upper,Oral_unclassified,Gut_unclassified	5		HMP,EBI,NCBI_PRJNA28331	HMBGC00001946	NRPS,Others	30187.2	29.8
GCF_00004442	Oral_unclassified	1		EBI	HMBGC00001947	NRPS	40499.0	38.0
GCF_00004443	Gut_unclassified,Oral_unclassified	2		EBI	HMBGC00001948	NRPS	7083.0	2.5
GCF_00004445	Oral_unclassified	1		EBI	HMBGC00001950	NRPS	2961.0	1.0
GCF_00004446	Oral_unclassified	1		EBI	HMBGC00001951	NRPS	5748.0	2.0
GCF_00004447	Oral_unclassified	1		EBI	HMBGC00001952	NRPS	16508.0	15.0
GCF_00004448	Oral_unclassified	1		EBI	HMBGC00001953	NRPS	41479.0	28.0
GCF_00004449	Oral_unclassified	1		EBI	HMBGC00001954	NRPS	15182.0	10.0
GCF_00004450	Oral_unclassified	1		EBI	HMBGC00001955	NRPS	60356.0	64.0
GCF_00004456	Respiratory_upper,Gut_colon,Oral_unclassified,Gut_unclassified	8		HMP,EBI	HMBGC00001961	NRPS	6581.9	3.6
GCF_00004458	Oral_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00001963	PKSother,NRPS,PKS-NRP_Hybrids	48291.5	32.0
GCF_00004459	Oral_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00001964	NRPS	61054.5	42.0
GCF_00004472	Respiratory_upper,Skin_arm,Skin_unclassified	41		HMP,NCBI_PRJNA28331	HMBGC00001977	NRPS	35186.0	43.7
GCF_00004500	Respiratory_upper,Skin_head,Respiratory_unclassified	8		HMP,JGI	HMBGC00002005	NRPS	1847.6	1.0
GCF_00004503	Skin_unclassified	1		JGI	HMBGC00002008	Others,Terpene	42522.0	39.0
GCF_00004513	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00002018	Others,Terpene	51577.0	45.5
GCF_00004515	Respiratory_upper,Gut_unclassified,Urogenital_unclassified,Urogenital_vagina	7		HMP,EBI,NCBI_PRJNA28331	HMBGC00002020	NRPS	24729.4	21.3
GCF_00004555	Gut_unclassified,Gut_colon,Respiratory_upper,Skin_head,Skin_unclassified	30		EBI,HMP,JGI,NCBI_PRJNA28331	HMBGC00002060	NRPS	24577.6	20.6
GCF_00004579	Skin_head	7		HMP	HMBGC00002084	NRPS	12292.7	9.0
GCF_00004598	Respiratory_upper,Skin_head	36		HMP	HMBGC00002103	NRPS	24032.6	15.6
GCF_00004599	Respiratory_upper,Gut_unclassified,Oral_saliva,Oral_cavity	5		HMP,EBI,NCBI_PRJNA28331	HMBGC00002104	NRPS	29612.2	30.0
GCF_00004600	Respiratory_upper	1		HMP	HMBGC00002105	NRPS	28178.0	35.0
GCF_00004607	Respiratory_upper,Gut_unclassified	10		HMP,EBI,NCBI_PRJNA28331	HMBGC00002112	NRPS	20863.5	18.4
GCF_00004627	Respiratory_upper	5		HMP	HMBGC00002132	NRPS	10156.0	7.6
GCF_00004642	Respiratory_upper,Oral_unclassified,Gut_unclassified	10		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00002147	NRPS	15091.0	12.3
GCF_00004732	Skin_head,Respiratory_upper	33		HMP	HMBGC00002237	NRPS	26296.9	16.0
GCF_00004735	Skin_head	4		HMP	HMBGC00002240	NRPS	17406.0	9.0
GCF_00004801	Skin_head,Respiratory_upper	15		HMP	HMBGC00002306	NRPS	41730.9	15.3
GCF_00004820	Skin_head	13		HMP	HMBGC00002325	NRPS	31231.1	18.5
GCF_00004833	Skin_head,Skin_unclassified,Skin_leg,Respiratory_upper	12		HMP,JGI,NCBI_PRJNA28331	HMBGC00002338	NRPS	40221.7	34.2
GCF_00004836	Gut_unclassified	1		EBI	HMBGC00002341	RiPPs,Others	87498.0	73.0
GCF_00004850	Skin_unclassified	8		JGI	HMBGC00002355	NRPS	31627.9	28.4
GCF_00004856	Skin_unclassified	13		JGI	HMBGC00002361	NRPS	9679.0	9.0
GCF_00004863	Skin_unclassified	8		JGI	HMBGC00002368	NRPS	19074.1	19.1
GCF_00004878	Skin_unclassified	11		JGI	HMBGC00002383	NRPS	22450.3	20.6
GCF_00004880	Skin_unclassified	4		JGI	HMBGC00002385	NRPS	6691.8	5.2
GCF_00004894	Skin_unclassified	16		JGI	HMBGC00002399	Others,NRPS	18192.8	10.8
GCF_00004895	Skin_unclassified	1		JGI	HMBGC00002400	NRPS	5329.0	3.0
GCF_00004902	Skin_unclassified	6		JGI	HMBGC00002407	NRPS	12036.8	7.2
GCF_00004914	Skin_unclassified	18		JGI	HMBGC00002419	NRPS	12903.8	8.9
GCF_00004931	Skin_unclassified	9		JGI	HMBGC00002436	NRPS	15688.1	13.0
GCF_00004942	Skin_unclassified	18		JGI	HMBGC00002447	NRPS	9078.8	8.8
GCF_00004943	Skin_unclassified	1		JGI	HMBGC00002448	NRPS	3644.0	4.0
GCF_00004946	Skin_unclassified	4		JGI	HMBGC00002451	NRPS	4944.2	1.2
GCF_00004956	Skin_unclassified,Gut_unclassified,Skin_head,Urogenital_urinary_tract,Skin_arm	14		JGI,EBI,HMP,NCBI_PRJNA28331	HMBGC00002461	NRPS	34742.1	26.7
GCF_00004963	Gut_unclassified	1		EBI	HMBGC00002468	NRPS	24838.0	26.0
GCF_00004964	Gut_unclassified	1		EBI	HMBGC00002469	NRPS	42508.0	36.0
GCF_00004965	Gut_colon	2		EBI	HMBGC00002470	NRPS	2791.0	2.0
GCF_00004986	Gut_unclassified,Gut_colon,Urogenital_urinary_tract,Urogenital_vagina	12		EBI,NCBI_PRJNA28331	HMBGC00002491	Others,NRPS	54343.1	47.9
GCF_00005001	Gut_unclassified	1		EBI	HMBGC00002506	Others	41419.0	38.0
GCF_00005004	Gut_unclassified	1		EBI	HMBGC00002509	Others	18450.0	12.0
GCF_00005008	Gut_unclassified	2	BGC0002494	EBI	BGC0002494	Others	26831.5	23.0
GCF_00005017	Respiratory_upper	1		HMP	HMBGC00002522	Others	1803.0	2.0
GCF_00005018	Respiratory_upper	2		HMP,NCBI_PRJNA28331	HMBGC00002523	Others	11353.5	15.0
GCF_00005019	Skin_head	1		HMP	HMBGC00002524	Others	3602.0	5.0
GCF_00005020	Respiratory_upper	1		HMP	HMBGC00002525	Others	8998.0	9.0
GCF_00005021	Respiratory_upper	1		HMP	HMBGC00002526	Others	1512.0	4.0
GCF_00005023	Urogenital_vagina	1		HMP	HMBGC00002528	Others	17446.0	16.0
GCF_00005027	Respiratory_upper,Urogenital_vagina,Oral_unclassified,Gut_unclassified,Respiratory_lower	22		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00002532	Others	13819.9	12.6
GCF_00005030	Respiratory_upper	1		HMP	HMBGC00002535	Others	2680.0	4.0
GCF_00005031	Urogenital_unclassified	1		JGI	HMBGC00002536	Others	20314.0	14.0
GCF_00005032	Gut_unclassified	1		EBI	HMBGC00002537	Others	28783.0	24.0
GCF_00005033	Urogenital_vagina,Respiratory_upper,Gut_unclassified	5		HMP,EBI,NCBI_PRJNA28331	HMBGC00002538	Others	13855.0	12.6
GCF_00005043	Urogenital_vagina	1		HMP	HMBGC00002548	Others	3454.0	5.0
GCF_00005044	Urogenital_vagina	1		HMP	HMBGC00002549	Others	1241.0	2.0
GCF_00005046	Urogenital_vagina,Respiratory_upper,Gut_unclassified	3		HMP,NCBI_PRJNA28331	HMBGC00002551	Others	14790.0	16.0
GCF_00005048	Respiratory_upper	1		HMP	HMBGC00002553	Others	2551.0	3.0
GCF_00005059	Respiratory_upper	1		HMP	HMBGC00002564	Others	1582.0	2.0
GCF_00005060	Respiratory_upper,Gut_unclassified,Oral_saliva,Gut_colon,Oral_unclassified	43		HMP,EBI,JGI,NCBI_PRJNA28331	HMBGC00002565	Others	14141.1	11.6
GCF_00005070	Oral_unclassified,Oral_plaque,Gut_unclassified	8		JGI,EBI,NCBI_PRJNA28331	HMBGC00002575	Others	15643.2	13.5
GCF_00005071	Respiratory_upper,Gut_unclassified,Oral_saliva	6		HMP,EBI	HMBGC00002576	Others	6841.0	4.0
GCF_00005078	Respiratory_upper	1		HMP	HMBGC00002583	Others	2189.0	4.0
GCF_00005079	Respiratory_upper	1		HMP	HMBGC00002584	Others	2635.0	4.0
GCF_00005080	Respiratory_upper	2		HMP	HMBGC00002585	Others	1354.0	1.5
GCF_00005082	Respiratory_upper	1		HMP	HMBGC00002587	Others	1190.0	3.0
GCF_00005083	Respiratory_upper,Gut_colon,Gut_unclassified	18		HMP,EBI,NCBI_PRJNA28331	HMBGC00002588	Others	32353.5	27.6
GCF_00005087	Respiratory_upper	1		HMP	HMBGC00002592	Others	1950.0	5.0
GCF_00005088	Respiratory_upper	1		HMP	HMBGC00002593	Others	1470.0	3.0
GCF_00005089	Urogenital_vagina	1		HMP	HMBGC00002594	Others	20960.0	23.0
GCF_00005090	Skin_head	1		HMP	HMBGC00002595	Others	1247.0	2.0
GCF_00005091	Urogenital_vagina	1		HMP	HMBGC00002596	Others	4512.0	4.0
GCF_00005094	Urogenital_vagina	1		HMP	HMBGC00002599	Others	19263.0	19.0
GCF_00005100	Urogenital_vagina,Urogenital_unclassified	10		HMP,JGI,NCBI_PRJNA28331	HMBGC00002605	Others	43572.9	42.0
GCF_00005103	Urogenital_vagina,Urogenital_unclassified	4		HMP,JGI	HMBGC00002608	Others	23029.2	19.2
GCF_00005106	Urogenital_vagina	1		HMP	HMBGC00002611	Others	21005.0	16.0
GCF_00005107	Urogenital_vagina	2		HMP	HMBGC00002612	Others	6509.0	8.0
GCF_00005109	Skin_head	1		HMP	HMBGC00002614	Others	1144.0	1.0
GCF_00005110	Respiratory_upper	1		HMP	HMBGC00002615	Others	1993.0	3.0
GCF_00005114	Respiratory_upper,Gut_unclassified	3		HMP,EBI	HMBGC00002619	Others	1685.0	2.0
GCF_00005115	Respiratory_upper	2		HMP	HMBGC00002620	Others	13102.0	15.0
GCF_00005117	Respiratory_upper	1		HMP	HMBGC00002622	Others	3929.0	6.0
GCF_00005119	Respiratory_upper,Urogenital_vagina,Oral_unclassified,Gut_unclassified	8		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00002624	Others	12889.5	12.2
GCF_00005125	Respiratory_upper	1		HMP	HMBGC00002630	Others	2596.0	5.0
GCF_00005126	Respiratory_upper	1		HMP	HMBGC00002631	Others	3817.0	7.0
GCF_00005147	Respiratory_upper	1		HMP	HMBGC00002652	Others	1182.0	2.0
GCF_00005154	Respiratory_upper	1		HMP	HMBGC00002659	Others	1728.0	3.0
GCF_00005155	Respiratory_upper	1		HMP	HMBGC00002660	Others	33878.0	24.0
GCF_00005164	Respiratory_upper	1		HMP	HMBGC00002669	Others	9972.0	14.0
GCF_00005173	Respiratory_upper,Gut_unclassified,Oral_unclassified	4		HMP,EBI	HMBGC00002678	Others	40251.0	32.2
GCF_00005174	Respiratory_upper,Respiratory_unclassified	3		HMP,JGI	HMBGC00002679	Others	4829.3	4.3
GCF_00005175	Respiratory_upper,Respiratory_unclassified	4		HMP,JGI	HMBGC00002680	Others	10312.0	7.0
GCF_00005179	Respiratory_upper	1		HMP	HMBGC00002684	Others	1625.0	2.0
GCF_00005180	Skin_head	2		HMP	HMBGC00002685	Others	1928.5	2.0
GCF_00005182	Respiratory_upper	1		HMP	HMBGC00002687	Others	1178.0	1.0
GCF_00005183	Respiratory_upper	1		HMP	HMBGC00002688	Others	2032.0	1.0
GCF_00005184	Skin_head	1		HMP	HMBGC00002689	Others	3883.0	5.0
GCF_00005185	Skin_head	1		HMP	HMBGC00002690	Others	3362.0	5.0
GCF_00005186	Urogenital_vagina	1		HMP	HMBGC00002691	Others	6700.0	8.0
GCF_00005187	Urogenital_vagina	1		HMP	HMBGC00002692	Others	4380.0	2.0
GCF_00005188	Urogenital_vagina	1		HMP	HMBGC00002693	Others	3954.0	2.0
GCF_00005189	Urogenital_vagina	1		HMP	HMBGC00002694	Others	7947.0	8.0
GCF_00005190	Urogenital_vagina	1		HMP	HMBGC00002695	Others	5183.0	6.0
GCF_00005191	Urogenital_unclassified	1		JGI	HMBGC00002696	Others	13416.0	16.0
GCF_00005192	Gut_unclassified	1		EBI	HMBGC00002697	Others	47381.0	49.0
GCF_00005193	Gut_colon	1		EBI	HMBGC00002698	Others	47413.0	42.0
GCF_00005194	Gut_colon	1		EBI	HMBGC00002699	Others	32356.0	30.0
GCF_00005195	Gut_colon	1		EBI	HMBGC00002700	Others	31268.0	26.0
GCF_00005196	Gut_colon	1		EBI	HMBGC00002701	Others	37501.0	36.0
GCF_00005197	Respiratory_upper	1		HMP	HMBGC00002702	Others	1925.0	3.0
GCF_00005198	Respiratory_upper	1		HMP	HMBGC00002703	Others	5425.0	6.0
GCF_00005200	Skin_head	1		HMP	HMBGC00002705	PKSother	16357.0	19.0
GCF_00005208	Gut_unclassified,Skin_arm	2		EBI,NCBI_PRJNA28331	HMBGC00002713	PKSother	46922.0	48.0
GCF_00005210	Skin_head	1		HMP	HMBGC00002715	Others	1333.0	3.0
GCF_00005213	Respiratory_upper,Gut_colon	3		HMP,NCBI_PRJNA28331	HMBGC00002718	Others	19615.3	16.3
GCF_00005216	Respiratory_upper	2		HMP	HMBGC00002719	Others	15687.0	15.0
GCF_00005218	Gut_unclassified	1		EBI	HMBGC00002723	Others	23773.0	23.0
GCF_00005219	Gut_unclassified,Gut_gallbladder	2		EBI,NCBI_PRJNA28331	HMBGC00002724	Others	39056.0	35.0
GCF_00005220	Urogenital_vagina,Respiratory_upper,Gut_unclassified,Gut_colon	10		HMP,EBI,NCBI_PRJNA28331	HMBGC00002725	Others	47620.3	40.5
GCF_00005221	Gut_unclassified	1		EBI	HMBGC00002726	Others	47709.0	37.0
GCF_00005223	Gut_colon	1		EBI	HMBGC00002728	Others	28469.0	25.0
GCF_00005224	Respiratory_upper	1		HMP	HMBGC00002729	Others	26124.0	22.0
GCF_00005227	Gut_colon	1		EBI	HMBGC00002732	Others	8261.0	8.0
GCF_00005230	Respiratory_upper	3		HMP	HMBGC00002735	Others	5377.7	5.7
GCF_00005231	Respiratory_upper	1		HMP	HMBGC00002736	Others	1151.0	3.0
GCF_00005234	Gut_unclassified	1		EBI	HMBGC00002739	Others	47538.0	38.0
GCF_00005236	Skin_head	1		HMP	HMBGC00002741	Others	2614.0	4.0
GCF_00005237	Skin_head	1		HMP	HMBGC00002742	Others	2769.0	4.0
GCF_00005238	Skin_head	1		HMP	HMBGC00002743	Others	9773.0	13.0
GCF_00005239	Skin_head,Oral_unclassified,Oral_saliva,Respiratory_unclassified,Respiratory_lower,Respiratory_upper,Oral_plaque,Skin_unclassified,Gut_unclassified,Oral_cavity	26		HMP,EBI,NCBI_PRJNA28331	HMBGC00002744	Others	36364.1	38.2
GCF_00005262	Respiratory_upper,Gut_unclassified	3		HMP,EBI	HMBGC00002767	Others	33058.3	36.3
GCF_00005266	Oral_unclassified,Oral_saliva,Oral_plaque	3		JGI,EBI,NCBI_PRJNA28331	HMBGC00002771	Others	38472.3	37.3
GCF_00005276	Skin_head	1		HMP	HMBGC00002781	Others	1425.0	2.0
GCF_00005281	Skin_head	1		HMP	HMBGC00002786	Others	1056.0	2.0
GCF_00005286	Respiratory_upper,Oral_unclassified,Gut_unclassified,Gut_colon,Skin_unclassified,Skin_arm	8		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00002791	Others	45740.1	48.6
GCF_00005291	Respiratory_upper,Urogenital_vagina,Skin_head,Oral_unclassified	17		HMP,EBI	HMBGC00002796	Others	6793.9	9.6
GCF_00005297	Respiratory_upper,Urogenital_vagina,Oral_unclassified	6		HMP,EBI	HMBGC00002802	Others	4750.0	6.0
GCF_00005306	Respiratory_upper	1		HMP	HMBGC00002811	Others	1025.0	2.0
GCF_00005308	Respiratory_upper,Gut_unclassified	2		HMP,EBI	HMBGC00002812	Others	16692.5	14.0
GCF_00005309	Respiratory_upper	1		HMP	HMBGC00002814	Others	8822.0	10.0
GCF_00005310	Respiratory_upper	1		HMP	HMBGC00002815	Others	9453.0	13.0
GCF_00005311	Respiratory_upper	1		HMP	HMBGC00002816	Others	2555.0	3.0
GCF_00005315	Urogenital_vagina,Respiratory_upper	4		HMP	HMBGC00002820	Others	2020.0	3.0
GCF_00005317	Respiratory_upper	1		HMP	HMBGC00002822	Others	4797.0	7.0
GCF_00005318	Respiratory_upper	1		HMP	HMBGC00002823	Others	3340.0	5.0
GCF_00005319	Respiratory_upper	3		HMP	HMBGC00002824	Others	1710.3	2.0
GCF_00005323	Respiratory_upper	1		HMP	HMBGC00002828	Others	1851.0	3.0
GCF_00005324	Respiratory_upper	1		HMP	HMBGC00002829	Others	3922.0	6.0
GCF_00005328	Respiratory_upper,Oral_unclassified	4		HMP,JGI,EBI	HMBGC00002833	Others	18483.0	21.2
GCF_00005329	Respiratory_upper	1		HMP	HMBGC00002834	Others	2926.0	4.0
GCF_00005330	Respiratory_upper	1		HMP	HMBGC00002835	Others	2265.0	3.0
GCF_00005334	Respiratory_upper,Oral_unclassified	4		HMP,JGI	HMBGC00002839	Others	3286.0	5.0
GCF_00005335	Respiratory_upper	1		HMP	HMBGC00002840	Others	1567.0	1.0
GCF_00005336	Respiratory_upper	1		HMP	HMBGC00002841	Others	9016.0	12.0
GCF_00005337	Respiratory_upper	1		HMP	HMBGC00002842	Others	1732.0	2.0
GCF_00005338	Respiratory_upper	1		HMP	HMBGC00002843	Others	4371.0	4.0
GCF_00005343	Respiratory_upper,Urogenital_vagina,Oral_unclassified	5		HMP,JGI	HMBGC00002848	Others	9965.6	9.2
GCF_00005344	Respiratory_upper	1		HMP	HMBGC00002849	Others	1404.0	3.0
GCF_00005345	Respiratory_upper	1		HMP	HMBGC00002850	Others	1017.0	2.0
GCF_00005369	Oral_unclassified	1		JGI	HMBGC00002874	Others	4276.0	7.0
GCF_00005370	Respiratory_upper,Oral_unclassified	9		HMP,JGI,EBI	HMBGC00002875	Others	25316.3	22.3
GCF_00005371	Respiratory_upper	1		HMP	HMBGC00002876	Others	6277.0	7.0
GCF_00005374	Respiratory_upper,Oral_unclassified,Oral_saliva,Gut_colon,Gut_unclassified,Urogenital_vagina	25		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00002879	Others	31544.6	31.0
GCF_00005375	Respiratory_upper,Oral_unclassified	4		HMP,EBI	HMBGC00002880	Others	28482.0	29.2
GCF_00005380	Respiratory_upper	1		HMP	HMBGC00002885	Others	6692.0	10.0
GCF_00005383	Respiratory_upper,Oral_unclassified,Urogenital_vagina,Urogenital_unclassified	13		HMP,JGI	HMBGC00002888	Others	13188.5	14.8
GCF_00005396	Respiratory_upper,Oral_unclassified	5		HMP,JGI,EBI	HMBGC00002901	Others	18890.8	18.6
GCF_00005402	Respiratory_upper	2		HMP	HMBGC00002902	Others	5879.5	9.0
GCF_00005421	Urogenital_vagina,Urogenital_unclassified,Respiratory_upper,Oral_unclassified	9		HMP,JGI,EBI	HMBGC00002926	Others	10551.0	9.3
GCF_00005423	Urogenital_vagina,Respiratory_upper,Gut_unclassified	4		HMP,EBI	HMBGC00002928	Others	4594.0	4.5
GCF_00005424	Urogenital_vagina	1		HMP	HMBGC00002929	Others	2059.0	3.0
GCF_00005425	Urogenital_vagina,Oral_unclassified	2		HMP,EBI	HMBGC00002930	Others	31079.5	27.5
GCF_00005426	Oral_unclassified	1		JGI	HMBGC00002931	Others	35587.0	29.0
GCF_00005430	Urogenital_vagina,Skin_head,Oral_unclassified,Respiratory_lower,Respiratory_unclassified,Respiratory_upper,Oral_plaque,Gut_unclassified	12		HMP,EBI,NCBI_PRJNA28331	HMBGC00002935	Others	30398.8	30.3
GCF_00005437	Respiratory_upper,Oral_unclassified	6		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00002942	Others	32286.0	29.0
GCF_00005439	Urogenital_vagina,Oral_unclassified	4		HMP,JGI,EBI	HMBGC00002944	Others	16401.2	13.5
GCF_00005441	Urogenital_vagina,Oral_unclassified,Respiratory_upper	11		HMP,EBI,JGI,NCBI_PRJNA28331	HMBGC00002946	Others	21203.4	21.0
GCF_00005445	Urogenital_vagina	1		HMP	HMBGC00002950	Others	26581.0	21.0
GCF_00005447	Respiratory_upper,Oral_unclassified	4		HMP,JGI	HMBGC00002952	Others	8179.0	9.0
GCF_00005448	Urogenital_vagina,Respiratory_upper	2		HMP	HMBGC00002947	Others	22006.0	25.5
GCF_00005450	Oral_unclassified,Respiratory_upper	4		JGI,HMP	HMBGC00002955	Others	16146.0	17.8
GCF_00005452	Oral_unclassified,Urogenital_vagina	5		JGI,HMP,EBI	HMBGC00002957	Others	16562.6	19.2
GCF_00005454	Urogenital_vagina	1		HMP	HMBGC00002959	Others	6219.0	6.0
GCF_00005455	Urogenital_vagina	1		HMP	HMBGC00002960	Others	2283.0	4.0
GCF_00005456	Urogenital_vagina	1		HMP	HMBGC00002961	Others	2390.0	4.0
GCF_00005457	Urogenital_vagina	1		HMP	HMBGC00002962	Others	1081.0	2.0
GCF_00005458	Urogenital_vagina	1		HMP	HMBGC00002963	Others	1580.0	2.0
GCF_00005459	Urogenital_vagina	1		HMP	HMBGC00002964	Others	1838.0	2.0
GCF_00005460	Urogenital_vagina	1		HMP	HMBGC00002965	Others	2176.0	4.0
GCF_00005467	Urogenital_vagina,Oral_unclassified	7		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00002972	Others	23477.7	21.9
GCF_00005468	Oral_unclassified,Urogenital_vagina,Gut_unclassified,Oral_cavity	8		EBI,HMP,NCBI_PRJNA28331	HMBGC00002973	Others	23512.2	22.1
GCF_00005469	Oral_unclassified,Oral_plaque,Oral_cavity	6		JGI,EBI,NCBI_PRJNA28331	HMBGC00002974	Others	33271.7	33.8
GCF_00005470	Urogenital_vagina,Respiratory_upper	2		HMP	HMBGC00002975	Others	2051.0	3.0
GCF_00005472	Urogenital_vagina	1		HMP	HMBGC00002977	Others	1468.0	3.0
GCF_00005475	Skin_head,Urogenital_vagina,Gut_colon	3		HMP,EBI	HMBGC00002980	Others	2768.0	3.7
GCF_00005476	Gut_colon	1		EBI	HMBGC00002981	Others	2315.0	3.0
GCF_00005477	Respiratory_upper	1		HMP	HMBGC00002982	Others	2284.0	3.0
GCF_00005478	Respiratory_upper	1		HMP	HMBGC00002983	Others	3194.0	5.0
GCF_00005485	Oral_unclassified	1		JGI	HMBGC00002990	Others	21263.0	13.0
GCF_00005487	Respiratory_upper	1		HMP	HMBGC00002992	Others	1968.0	3.0
GCF_00005488	Respiratory_upper	1		HMP	HMBGC00002993	Others	11281.0	13.0
GCF_00005489	Respiratory_upper,Skin_head,Oral_unclassified,Respiratory_lower,Respiratory_unclassified,Oral_plaque	24		HMP,EBI,NCBI_PRJNA28331	HMBGC00002994	Others	16983.3	18.0
GCF_00005494	Respiratory_upper,Oral_unclassified,Urogenital_vagina,Gut_unclassified,Oral_saliva	17		HMP,JGI,EBI	HMBGC00002999	Others	24781.4	26.4
GCF_00005496	Respiratory_upper	1		HMP	HMBGC00003001	Others	3884.0	6.0
GCF_00005497	Respiratory_upper,Oral_unclassified	7		HMP,EBI,JGI	HMBGC00003002	Others	7175.3	10.7
GCF_00005498	Respiratory_upper	1		HMP	HMBGC00003003	Others	1627.0	2.0
GCF_00005499	Respiratory_upper	1		HMP	HMBGC00003004	Others	1628.0	3.0
GCF_00005503	Respiratory_upper,Oral_unclassified	4		HMP,JGI,EBI	HMBGC00003008	Others	15153.2	13.2
GCF_00005504	Respiratory_upper	1		HMP	HMBGC00003009	Others	1165.0	2.0
GCF_00005511	Respiratory_upper	1		HMP	HMBGC00003016	Others	27269.0	27.0
GCF_00005518	Respiratory_upper,Oral_unclassified	4		HMP,JGI	HMBGC00003023	Others	8759.8	9.5
GCF_00005521	Respiratory_upper	9		HMP	HMBGC00003026	Others	2685.9	3.0
GCF_00005526	Oral_unclassified,Oral_saliva	3		EBI,NCBI_PRJNA28331	HMBGC00003031	Others	44634.3	38.3
GCF_00005529	Respiratory_upper	1		HMP	HMBGC00003034	Others	1829.0	3.0
GCF_00005530	Respiratory_upper	1		HMP	HMBGC00003035	Others	3088.0	4.0
GCF_00005537	Respiratory_upper,Oral_unclassified,Oral_plaque,Gut_unclassified,Gut_colon	23		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00003042	Others	16887.0	14.2
GCF_00005582	Gut_unclassified	3		EBI	HMBGC00003087	Others	19127.7	16.0
GCF_00005584	Gut_colon,Gut_unclassified	3		EBI	HMBGC00003089	Others	9724.3	8.0
GCF_00005588	Gut_unclassified,Gut_colon	4		EBI	HMBGC00003093	Others	20415.0	16.5
GCF_00005592	Oral_unclassified	4		EBI,JGI,NCBI_PRJNA28331	HMBGC00003097	Others	12682.5	9.0
GCF_00005594	Respiratory_upper	1		HMP	HMBGC00003099	Others	1006.0	2.0
GCF_00005598	Respiratory_upper,Urogenital_vagina	6		HMP	HMBGC00003103	Others	2938.0	4.5
GCF_00005600	Skin_head,Respiratory_upper,Urogenital_vagina,Oral_plaque,Urogenital_unclassified	9		HMP,NCBI_PRJNA28331	HMBGC00003105	Others	13445.8	12.2
GCF_00005607	Oral_unclassified,Respiratory_upper,Urogenital_vagina	11		EBI,HMP,JGI	HMBGC00003112	Others	8502.4	6.8
GCF_00005609	Respiratory_upper	2		HMP	HMBGC00003013	Others	3806.0	5.5
GCF_00005613	Respiratory_upper	5		HMP	HMBGC00003118	Others	3888.0	3.8
GCF_00005615	Oral_unclassified	3		JGI	HMBGC00003120	Others	5422.0	7.0
GCF_00005617	Oral_unclassified	1		JGI	HMBGC00003122	Others	13557.0	13.0
GCF_00005618	Respiratory_upper,Oral_saliva,Urogenital_vagina,Oral_unclassified	16		HMP,EBI,JGI	HMBGC00003123	Others	3932.0	4.4
