genome_id	metagenome_id	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem	ecosystem_category	ecosystem_type	habitat	longitude	latitude
3300029136_24	3300029136	2306156	51	119413	1.0	2.0	1.0	46.0	99.33	1.34	92.63	HQ	OTU-10265	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii	Human	Digestive system	Host-associated	116.416	39.9119
3300029136_23	3300029136	2354942	32	126099	0.0	0.0	2.0	46.0	94.2	0.48	91.8	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Host-associated	116.416	39.9119
3300029136_20	3300029136	2429178	59	66615	1.0	2.0	1.0	30.0	77.63	1.34	70.93	MQ	OTU-10405	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__GCA_000432135.1	Human	Digestive system	Host-associated	116.416	39.9119
3300008140_7	3300008140	3512896	81	55557	1.0	0.0	1.0	46.0	99.66	0.08	99.26	MQ	OTU-6541	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008140_36	3300008140	869468	12	131588	2.0	1.0	2.0	48.0	65.1	2.56	52.3	MQ	OTU-2214	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA10027;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008140_23	3300008140	1804051	238	8453	0.0	0.0	0.0	35.0	80.49	2.26	69.19	MQ	OTU-3482	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008140_22	3300008140	1862126	182	12350	0.0	0.0	0.0	24.0	91.58	3.23	75.43	MQ	OTU-6690	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008140_26	3300008140	1678333	92	27440	1.0	0.0	0.0	35.0	55.83	0.0	55.83	MQ	OTU-3403	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__F0332;s__GCF_000466165.1	Human	Digestive system	Human	-77.1012	39.0043
3300008140_10	3300008140	2917899	44	106802	1.0	2.0	1.0	44.0	99.45	0.88	95.05	HQ	OTU-6459	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	Human	Digestive system	Human	-77.1012	39.0043
3300008140_11	3300008140	2858796	108	44761	1.0	2.0	1.0	44.0	97.07	1.8	88.07	MQ	OTU-9640	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium durum	Human	Digestive system	Human	-77.1012	39.0043
3300008140_14	3300008140	2335682	151	19883	1.0	3.0	3.0	42.0	95.03	2.21	83.98	MQ	OTU-13299	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia aeria	Human	Digestive system	Human	-77.1012	39.0043
3300008140_38	3300008140	817390	47	26009	1.0	1.0	1.0	41.0	63.58	1.85	54.33	MQ	OTU-11088	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008140_34	3300008140	1000337	100	13312	1.0	1.0	1.0	35.0	71.19	2.3	59.69	MQ	OTU-13876	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008160_10	3300008160	1760401	101	21320	1.0	0.0	1.0	30.0	98.92	1.71	90.37	MQ	OTU-6690	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008160_11	3300008160	1747746	181	11197	0.0	0.0	0.0	5.0	62.28	0.0	62.28	MQ	OTU-8371	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008160_6	3300008160	2061221	226	10788	0.0	1.0	0.0	23.0	83.41	1.32	76.81	MQ	OTU-11978	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga leadbetteri	Human	Digestive system	Human	-77.1012	39.0043
3300008160_2	3300008160	3334126	159	38077	1.0	1.0	1.0	36.0	98.49	3.65	80.24	HQ	OTU-16075	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008160_3	3300008160	3181978	196	21835	1.0	0.0	0.0	42.0	96.86	1.37	90.01	MQ	OTU-971	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii	Human	Digestive system	Human	-77.1012	39.0043
3300008160_9	3300008160	1851127	127	18304	2.0	1.0	2.0	43.0	91.01	0.93	86.36	HQ	OTU-7782	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas catoniae	Human	Digestive system	Human	-77.1012	39.0043
3300008160_14	3300008160	1180819	75	20744	1.0	1.0	1.0	24.0	70.46	0.88	66.06	MQ	OTU-2260	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula	Human	Digestive system	Human	-77.1012	39.0043
3300007853_2	3300007853	4258581	66	86328	2.0	4.0	1.0	51.0	99.46	0.0	99.46	HQ	OTU-17151	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	Human	Digestive system	Human	-77.1012	39.0043
3300007853_4	3300007853	4077282	63	103070	1.0	1.0	0.0	28.0	56.9	0.0	56.9	MQ	OTU-5612	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Human	Digestive system	Human	-77.1012	39.0043
3300007853_5	3300007853	4070163	47	139340	1.0	2.0	1.0	42.0	64.14	1.72	55.54	MQ	OTU-1996	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Human	Digestive system	Human	-77.1012	39.0043
3300007853_9	3300007853	3476061	21	301015	1.0	2.0	1.0	55.0	99.62	0.0	99.62	HQ	OTU-1569	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__	Human	Digestive system	Human	-77.1012	39.0043
3300007853_29	3300007853	849482	5	166909	1.0	1.0	1.0	23.0	68.97	0.0	68.97	MQ	OTU-3273	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	Human	Digestive system	Human	-77.1012	39.0043
3300007853_28	3300007853	862048	37	36324	0.0	0.0	0.0	16.0	58.93	0.0	58.93	MQ	OTU-13478	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_A	Human	Digestive system	Human	-77.1012	39.0043
3300007853_21	3300007853	1274387	229	5950	0.0	0.0	0.0	23.0	55.37	0.22	54.27	MQ	OTU-15671	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp1	Human	Digestive system	Human	-77.1012	39.0043
3300007853_20	3300007853	1516448	190	9623	1.0	2.0	1.0	38.0	79.19	3.42	62.09	MQ	OTU-13479	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp3	Human	Digestive system	Human	-77.1012	39.0043
3300007853_10	3300007853	2938409	250	16369	2.0	0.0	2.0	35.0	83.49	0.89	79.04	MQ	OTU-13776	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__GCA_000431375.1	Human	Digestive system	Human	-77.1012	39.0043
3300007853_11	3300007853	2929738	16	300364	1.0	1.0	1.0	45.0	93.58	0.0	93.58	HQ	OTU-8643	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Human	Digestive system	Human	-77.1012	39.0043
3300007853_12	3300007853	2649381	20	174116	1.0	2.0	1.0	47.0	57.22	0.38	55.32	MQ	OTU-16537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Human	Digestive system	Human	-77.1012	39.0043
3300007853_13	3300007853	2583701	94	39702	1.0	0.0	2.0	35.0	96.62	0.48	94.22	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human	-77.1012	39.0043
3300007853_14	3300007853	2101543	269	10290	0.0	0.0	1.0	23.0	69.28	2.22	58.18	MQ	OTU-12563	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Human	Digestive system	Human	-77.1012	39.0043
3300007853_18	3300007853	1607374	25	123044	1.0	1.0	1.0	37.0	80.69	2.46	68.39	MQ	OTU-11886	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008269_27	3300008269	1586599	41	52261	1.0	0.0	0.0	21.0	53.26	0.0	53.26	MQ	OTU-11870	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__GCF_000287675.1	Human	Digestive system	Human	-77.1012	39.0043
3300008269_26	3300008269	1598443	40	57370	1.0	2.0	1.0	28.0	99.29	0.0	99.29	MQ	OTU-1061	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008269_21	3300008269	1709551	49	48578	1.0	2.0	0.0	27.0	98.6	0.0	98.6	MQ	OTU-4772	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008269_20	3300008269	1720096	143	15874	1.0	1.0	1.0	24.0	50.86	0.0	50.86	MQ	OTU-17343	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium periodonticum	Human	Digestive system	Human	-77.1012	39.0043
3300008269_22	3300008269	1693387	39	59691	1.0	1.0	1.0	36.0	98.58	0.71	95.03	HQ	OTU-2031	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__Eubacterium_B sulci	Human	Digestive system	Human	-77.1012	39.0043
3300008269_29	3300008269	1384903	84	22283	1.0	0.0	1.0	42.0	96.77	0.16	95.97	MQ	OTU-15345	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium_B;s__GCF_000564995.1	Human	Digestive system	Human	-77.1012	39.0043
3300008269_28	3300008269	1548102	28	109290	2.0	2.0	2.0	35.0	98.48	1.22	92.38	HQ	OTU-14182	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Parvimonas;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008269_6	3300008269	2285160	71	47934	2.0	2.0	1.0	25.0	98.88	2.25	87.63	MQ	OTU-10685	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__GCF_000469505.1	Human	Digestive system	Human	-77.1012	39.0043
3300008269_5	3300008269	2398383	61	60665	2.0	1.0	1.0	34.0	92.25	0.0	92.25	MQ	OTU-920	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens	Human	Digestive system	Human	-77.1012	39.0043
3300008269_3	3300008269	2707601	89	59276	2.0	0.0	3.0	38.0	97.45	0.64	94.25	MQ	OTU-5482	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sinus	Human	Digestive system	Human	-77.1012	39.0043
3300008269_1	3300008269	2958797	278	14078	0.0	0.0	3.0	30.0	88.67	4.7	65.17	MQ	OTU-12469	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008269_8	3300008269	2242992	49	70107	1.0	2.0	1.0	49.0	75.95	0.5	73.45	MQ	OTU-14609	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__F0040;s__GCF_900095835.1	Human	Digestive system	Human	-77.1012	39.0043
3300008269_31	3300008269	1214814	69	24470	1.0	1.0	1.0	27.0	58.88	0.04	58.68	MQ	OTU-5243	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces graevenitzii	Human	Digestive system	Human	-77.1012	39.0043
3300008269_19	3300008269	1546985	104	36026	1.0	3.0	1.0	32.0	73.14	2.57	60.29	MQ	OTU-4982	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008269_14	3300008269	1901535	40	76632	0.0	0.0	0.0	28.0	99.51	0.56	96.71	MQ	OTU-14730	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_A	Human	Digestive system	Human	-77.1012	39.0043
3300008269_16	3300008269	1794018	95	41009	1.0	1.0	1.0	40.0	86.19	2.86	71.89	MQ	OTU-5173	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008269_17	3300008269	1784509	99	28996	1.0	3.0	1.0	21.0	95.36	0.46	93.06	MQ	OTU-15720	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008269_10	3300008269	2129929	63	57822	0.0	0.0	0.0	39.0	91.12	1.18	85.22	MQ	OTU-11066	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008269_11	3300008269	2027723	127	26708	1.0	1.0	2.0	37.0	93.28	0.71	89.73	MQ	OTU-2130	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga gingivalis	Human	Digestive system	Human	-77.1012	39.0043
3300008269_13	3300008269	1925712	26	108093	1.0	0.0	0.0	24.0	67.24	0.0	67.24	MQ	OTU-14680	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nanceiensis	Human	Digestive system	Human	-77.1012	39.0043
3300008269_33	3300008269	1134308	13	175801	2.0	1.0	1.0	36.0	61.53	0.33	59.88	MQ	OTU-11698	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus_F	Human	Digestive system	Human	-77.1012	39.0043
3300008269_30	3300008269	1377011	195	8246	0.0	0.0	0.0	25.0	57.91	1.21	51.86	MQ	OTU-340	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp1	Human	Digestive system	Human	-77.1012	39.0043
3300008057_3	3300008057	1590492	193	9692	0.0	3.0	1.0	22.0	85.15	1.95	75.4	MQ	OTU-10242	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__GCF_001679495.1	Human	Digestive system	Human	-77.1012	39.0043
3300008057_1	3300008057	2081067	25	151723	0.0	5.0	1.0	40.0	99.66	1.48	92.26	MQ	OTU-6020	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D influenzae	Human	Digestive system	Human	-77.1012	39.0043
3300008096_50	3300008096	944920	5	482060	1.0	1.0	1.0	38.0	65.52	0.0	65.52	MQ	OTU-1857	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-314;g__CAG-314;s__GCA_000437915.1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_18	3300008096	2567890	288	10223	2.0	1.0	0.0	44.0	87.01	4.08	66.61	MQ	OTU-3269	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_19	3300008096	2471036	141	25075	0.0	0.0	0.0	27.0	86.54	0.48	84.14	MQ	OTU-2478	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	Human	Digestive system	Human	-77.1012	39.0043
3300008096_15	3300008096	2653061	63	68774	1.0	1.0	1.0	43.0	97.65	0.0	97.65	MQ	OTU-2849	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	Human	Digestive system	Human	-77.1012	39.0043
3300008096_16	3300008096	2642712	213	19425	0.0	2.0	1.0	51.0	95.92	5.0	70.92	MQ	OTU-7808	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Human	Digestive system	Human	-77.1012	39.0043
3300008096_17	3300008096	2607689	56	64939	2.0	4.0	2.0	39.0	91.43	0.03	91.28	HQ	OTU-3560	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__GCA_000435075.1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_10	3300008096	3040827	53	105100	2.0	1.0	1.0	37.0	96.94	4.2	75.94	MQ	OTU-15612	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__GCA_900066375.1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_13	3300008096	2672424	113	30965	1.0	1.0	0.0	35.0	93.4	0.95	88.65	MQ	OTU-11543	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__GCA_000434935.1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_37	3300008096	1624660	229	8028	1.0	2.0	1.0	32.0	57.45	0.67	54.1	MQ	OTU-71	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_36	3300008096	1629191	70	35723	1.0	1.0	1.0	42.0	92.56	1.46	85.26	HQ	OTU-14116	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Duodenibacillus;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_35	3300008096	1637091	49	68207	1.0	3.0	2.0	41.0	87.25	0.67	83.9	MQ	OTU-15879	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_32	3300008096	1873598	32	86843	2.0	2.0	1.0	43.0	97.32	0.0	97.32	HQ	OTU-9258	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Eubacterium_R;s__Eubacterium_R sp2	Human	Digestive system	Human	-77.1012	39.0043
3300008096_33	3300008096	1800899	40	82650	0.0	0.0	0.0	40.0	98.92	0.0	98.92	MQ	OTU-3034	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__GCA_000432275.1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_30	3300008096	2025895	20	160037	1.0	1.0	1.0	39.0	88.89	1.28	82.49	MQ	OTU-14120	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_38	3300008096	1545367	262	6423	1.0	0.0	2.0	19.0	66.01	1.45	58.76	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human	-77.1012	39.0043
3300008096_39	3300008096	1495330	121	17603	0.0	0.0	0.0	33.0	66.57	0.3	65.07	MQ	OTU-7680	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium succinatutens	Human	Digestive system	Human	-77.1012	39.0043
3300008096_34	3300008096	1792290	93	30894	1.0	1.0	0.0	18.0	61.12	0.0	61.12	MQ	OTU-10110	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_7	3300008096	3121504	112	43408	0.0	1.0	1.0	42.0	79.81	0.64	76.61	MQ	OTU-7748	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Human	Digestive system	Human	-77.1012	39.0043
3300008096_5	3300008096	3208358	384	10193	1.0	0.0	0.0	35.0	78.36	0.81	74.31	MQ	OTU-15913	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	Human	Digestive system	Human	-77.1012	39.0043
3300008096_9	3300008096	3040909	105	37581	1.0	1.0	1.0	41.0	87.41	3.58	69.51	MQ	OTU-6281	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp17	Human	Digestive system	Human	-77.1012	39.0043
3300008096_44	3300008096	1244885	12	114597	0.0	1.0	0.0	16.0	64.92	0.0	64.92	MQ	OTU-2805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA7597;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_43	3300008096	1257045	12	123036	1.0	2.0	3.0	29.0	92.42	1.12	86.82	HQ	OTU-17569	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__GCA_000437315.1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_40	3300008096	1448274	78	27460	1.0	2.0	0.0	18.0	73.99	0.67	70.64	MQ	OTU-1848	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__GCA_000433195.1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_46	3300008096	1122214	14	176058	1.0	1.0	1.0	31.0	91.57	0.0	91.57	HQ	OTU-6659	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_25	3300008096	2178444	184	14809	1.0	1.0	1.0	42.0	90.05	0.81	86.0	HQ	OTU-424	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_27	3300008096	2067818	36	89318	1.0	0.0	0.0	42.0	79.06	0.0	79.06	MQ	OTU-16220	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_21	3300008096	2406563	162	20800	1.0	1.0	1.0	47.0	93.32	1.12	87.72	HQ	OTU-16329	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_20	3300008096	2437514	93	37695	1.0	1.0	1.0	37.0	97.45	0.5	94.95	MQ	OTU-4777	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__GCA_000434215.1	Human	Digestive system	Human	-77.1012	39.0043
3300008096_22	3300008096	2337549	53	91526	0.0	1.0	1.0	23.0	84.78	0.0	84.78	MQ	OTU-2005	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	Human	Digestive system	Human	-77.1012	39.0043
3300008096_29	3300008096	2043284	53	58437	1.0	0.0	1.0	45.0	98.75	1.38	91.85	MQ	OTU-4780	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Duodenibacillus;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008096_28	3300008096	2059136	239	9838	0.0	0.0	0.0	24.0	76.51	1.36	69.71	MQ	OTU-4586	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__GCA_001916835.1	Human	Digestive system	Human	-77.1012	39.0043
3300008282_33	3300008282	799606	5	562308	0.0	0.0	0.0	28.0	72.41	0.0	72.41	MQ	OTU-3273	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	Human	Digestive system	Human	-77.1012	39.0043
3300008282_23	3300008282	1256120	34	62167	1.0	1.0	1.0	34.0	87.08	1.12	81.48	MQ	OTU-6659	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__	Human	Digestive system	Human	-77.1012	39.0043
3300008282_20	3300008282	1364083	128	14264	2.0	2.0	1.0	25.0	78.7	2.31	67.15	MQ	OTU-8034	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	Human	Digestive system	Human	-77.1012	39.0043
